timestamp,date,hour,minute,zone,pir_motion,ultrasonic_cm,accel_x,accel_y,accel_z,ir_entry,ir_exit,activity_label,is_office_hours,is_anomaly
2026-01-01 09:45:00,2026-01-01,9,45,entrance,1,47.7,-0.059,0.0,9.822,0,0,idle,1,0
2026-01-01 09:50:00,2026-01-01,9,50,lab,0,303.7,0.012,0.1,9.796,0,0,idle,1,0
2026-01-01 09:55:00,2026-01-01,9,55,classroom_B,1,25.6,-0.032,-0.029,9.854,0,0,idle,1,0
2026-01-01 10:00:00,2026-01-01,10,0,lab,1,27.3,0.232,-1.101,10.919,0,0,standing,1,0
2026-01-01 10:05:00,2026-01-01,10,5,lab,1,41.4,0.059,-0.045,9.724,0,0,idle,1,0
2026-01-01 10:10:00,2026-01-01,10,10,entrance,0,390.9,0.061,-0.042,9.758,0,0,idle,1,0
2026-01-01 10:15:00,2026-01-01,10,15,library,1,49.8,-0.084,-1.192,9.616,0,0,running,1,0
2026-01-01 10:20:00,2026-01-01,10,20,classroom_A,0,247.9,-0.09,0.081,9.745,0,0,idle,1,0
2026-01-01 10:25:00,2026-01-01,10,25,lab,1,47.2,-0.08,0.054,9.701,0,0,idle,1,0
2026-01-01 10:30:00,2026-01-01,10,30,entrance,1,89.3,0.03,0.051,9.757,0,1,idle,1,0
2026-01-01 10:35:00,2026-01-01,10,35,entrance,1,30.9,0.07,-0.093,9.884,0,0,idle,1,0
2026-01-01 10:40:00,2026-01-01,10,40,classroom_B,0,279.4,-0.001,0.087,9.892,0,0,idle,1,0
2026-01-01 10:45:00,2026-01-01,10,45,classroom_B,0,201.9,0.014,-0.079,9.897,0,0,idle,1,0
2026-01-01 10:50:00,2026-01-01,10,50,classroom_B,1,67.7,0.078,-0.073,9.801,0,0,idle,1,0
2026-01-01 10:55:00,2026-01-01,10,55,library,1,51.3,-1.255,0.946,10.372,0,0,running,1,0
2026-01-01 11:00:00,2026-01-01,11,0,entrance,0,379.4,0.065,0.003,9.717,0,0,idle,1,0
2026-01-01 11:05:00,2026-01-01,11,5,classroom_B,1,22.7,-0.05,-0.048,9.747,0,0,idle,1,0
2026-01-01 11:10:00,2026-01-01,11,10,library,1,61.6,-0.562,-1.055,10.003,0,0,sitting,1,0
2026-01-01 11:15:00,2026-01-01,11,15,classroom_B,0,377.6,0.054,0.038,9.828,0,0,idle,1,0
2026-01-01 11:20:00,2026-01-01,11,20,lab,1,29.9,-0.004,-0.009,9.898,0,0,idle,1,0
2026-01-01 11:25:00,2026-01-01,11,25,library,0,360.4,0.065,0.052,9.836,0,0,idle,1,0
2026-01-01 11:30:00,2026-01-01,11,30,library,0,216.4,-0.011,0.041,9.716,0,0,idle,1,0
2026-01-01 11:35:00,2026-01-01,11,35,classroom_A,1,84.6,-0.06,0.007,9.733,0,0,idle,1,0
2026-01-01 11:40:00,2026-01-01,11,40,classroom_A,0,297.8,0.08,-0.011,9.711,0,0,idle,1,0
2026-01-01 11:45:00,2026-01-01,11,45,classroom_A,1,51.1,-0.15,1.228,10.17,0,1,sitting,1,0
2026-01-01 11:50:00,2026-01-01,11,50,entrance,1,14.1,-0.087,0.099,9.887,1,0,idle,1,0
2026-01-01 11:55:00,2026-01-01,11,55,lab,1,26.2,0.566,0.917,10.891,0,0,standing,1,0
2026-01-01 12:00:00,2026-01-01,12,0,library,1,71.4,0.008,0.031,9.77,0,0,idle,1,0
2026-01-01 12:05:00,2026-01-01,12,5,lab,1,98.1,0.051,0.096,9.793,0,0,idle,1,0
2026-01-01 12:10:00,2026-01-01,12,10,entrance,0,249.5,-0.031,-0.045,9.887,0,0,idle,1,0
2026-01-01 12:15:00,2026-01-01,12,15,lab,1,69.4,0.087,0.078,9.748,1,0,idle,1,0
2026-01-01 12:20:00,2026-01-01,12,20,classroom_A,1,73.3,0.962,-0.391,8.703,0,0,walking,1,0
2026-01-01 12:25:00,2026-01-01,12,25,classroom_B,1,36.0,0.046,-0.036,9.82,0,0,idle,1,0
2026-01-01 12:30:00,2026-01-01,12,30,library,0,397.1,0.004,-0.017,9.755,0,0,idle,1,0
2026-01-01 12:35:00,2026-01-01,12,35,lab,0,375.9,0.082,0.025,9.785,0,0,idle,1,0
2026-01-01 12:40:00,2026-01-01,12,40,classroom_A,1,41.0,-0.024,0.005,9.839,0,0,idle,1,0
2026-01-01 12:45:00,2026-01-01,12,45,lab,0,294.7,0.07,-0.04,9.842,0,0,idle,1,0
2026-01-01 12:50:00,2026-01-01,12,50,classroom_A,0,312.5,0.094,0.011,9.727,0,0,idle,1,0
2026-01-01 12:55:00,2026-01-01,12,55,library,1,39.7,-0.201,-0.516,9.607,1,0,walking,1,0
2026-01-01 13:00:00,2026-01-01,13,0,classroom_B,1,88.6,1.047,0.897,9.677,0,0,sitting,1,0
2026-01-01 13:05:00,2026-01-01,13,5,lab,0,203.1,0.087,0.092,9.723,0,0,idle,1,0
2026-01-01 13:10:00,2026-01-01,13,10,classroom_B,0,339.1,0.041,-0.021,9.748,0,0,idle,1,0
2026-01-01 13:15:00,2026-01-01,13,15,library,0,276.1,0.007,-0.028,9.752,0,0,idle,1,0
2026-01-01 13:20:00,2026-01-01,13,20,classroom_B,0,293.2,0.061,0.044,9.852,0,0,idle,1,0
2026-01-01 13:25:00,2026-01-01,13,25,classroom_A,0,274.1,-0.017,0.013,9.744,0,0,idle,1,0
2026-01-01 13:30:00,2026-01-01,13,30,classroom_A,1,59.8,0.044,-0.041,9.739,0,0,idle,1,0
2026-01-01 13:35:00,2026-01-01,13,35,classroom_A,1,68.9,-0.049,0.064,9.893,0,0,idle,1,0
2026-01-01 13:40:00,2026-01-01,13,40,library,0,270.4,-0.072,0.009,9.737,0,0,idle,1,0
2026-01-01 13:45:00,2026-01-01,13,45,entrance,0,391.4,0.005,0.068,9.715,0,0,idle,1,0
2026-01-01 13:50:00,2026-01-01,13,50,entrance,0,282.5,0.069,-0.054,9.841,0,0,idle,1,0
2026-01-01 13:55:00,2026-01-01,13,55,lab,1,51.0,0.551,1.736,10.738,1,0,sitting,1,0
2026-01-01 14:00:00,2026-01-01,14,0,entrance,1,57.6,1.91,-1.931,10.439,0,0,sitting,1,0
2026-01-01 14:05:00,2026-01-01,14,5,classroom_B,0,304.9,-0.052,0.024,9.75,0,0,idle,1,0
2026-01-01 14:10:00,2026-01-01,14,10,entrance,1,45.7,-0.019,0.013,9.898,0,0,idle,1,0
2026-01-01 14:15:00,2026-01-01,14,15,classroom_A,1,87.2,-0.081,-0.024,9.811,1,1,idle,1,0
2026-01-01 14:20:00,2026-01-01,14,20,classroom_A,1,86.1,-0.034,0.095,9.895,0,0,idle,1,0
2026-01-01 14:25:00,2026-01-01,14,25,library,1,88.1,-0.005,-0.091,9.715,0,0,idle,1,0
2026-01-01 14:30:00,2026-01-01,14,30,entrance,1,26.1,-0.097,-0.059,9.729,0,0,idle,1,0
2026-01-01 14:35:00,2026-01-01,14,35,entrance,1,60.8,0.07,0.035,9.808,0,0,idle,1,0
2026-01-01 14:40:00,2026-01-01,14,40,classroom_B,1,97.7,-0.252,1.355,9.022,0,0,running,1,0
2026-01-01 14:45:00,2026-01-01,14,45,lab,1,34.6,-0.002,-0.029,9.888,0,0,idle,1,0
2026-01-01 14:50:00,2026-01-01,14,50,lab,1,65.7,0.043,-0.084,9.731,0,0,idle,1,0
2026-01-01 14:55:00,2026-01-01,14,55,library,1,19.6,-0.767,-0.56,8.809,1,0,walking,1,0
2026-01-01 15:00:00,2026-01-01,15,0,lab,1,46.7,-0.584,-1.628,9.794,0,1,standing,1,0
2026-01-01 15:05:00,2026-01-01,15,5,classroom_A,1,17.6,0.081,0.096,9.814,0,0,idle,1,0
2026-01-01 15:10:00,2026-01-01,15,10,lab,1,34.2,-1.331,-0.896,8.899,0,0,walking,1,0
2026-01-01 15:15:00,2026-01-01,15,15,lab,1,27.6,-0.781,1.795,8.997,0,0,running,1,0
2026-01-01 15:20:00,2026-01-01,15,20,classroom_B,1,83.4,0.095,-0.073,9.764,0,0,idle,1,0
2026-01-01 15:25:00,2026-01-01,15,25,classroom_B,1,45.8,0.047,0.027,9.894,0,0,idle,1,0
2026-01-01 15:30:00,2026-01-01,15,30,library,0,278.6,-0.077,0.013,9.818,0,0,idle,1,0
2026-01-01 15:35:00,2026-01-01,15,35,lab,1,79.1,0.909,1.772,8.629,0,1,standing,1,0
2026-01-01 15:40:00,2026-01-01,15,40,library,1,22.5,-0.049,-0.069,9.785,0,0,idle,1,0
2026-01-01 15:45:00,2026-01-01,15,45,library,1,46.1,0.084,0.038,9.809,0,0,idle,1,0
2026-01-01 15:50:00,2026-01-01,15,50,lab,1,92.3,-1.007,0.659,8.499,1,0,running,1,0
2026-01-01 15:55:00,2026-01-01,15,55,classroom_A,0,266.3,0.059,-0.079,9.72,0,0,idle,1,0
2026-01-01 16:00:00,2026-01-01,16,0,library,1,56.7,0.015,-0.011,9.778,0,0,idle,1,0
2026-01-01 16:05:00,2026-01-01,16,5,classroom_B,1,99.8,-0.041,0.084,9.717,0,0,idle,1,0
2026-01-01 16:10:00,2026-01-01,16,10,entrance,1,51.0,-0.068,-0.095,9.314,0,0,sitting,1,0
2026-01-01 16:15:00,2026-01-01,16,15,library,1,40.9,1.2,1.72,10.221,0,0,running,1,0
2026-01-01 16:20:00,2026-01-01,16,20,classroom_A,1,51.6,0.026,-0.063,9.831,0,0,idle,1,0
2026-01-01 16:25:00,2026-01-01,16,25,library,1,48.7,-1.141,-0.887,10.111,0,0,walking,1,0
2026-01-01 16:30:00,2026-01-01,16,30,library,1,39.3,-0.048,0.073,9.806,0,0,idle,1,0
2026-01-01 16:35:00,2026-01-01,16,35,library,1,20.3,-0.008,-0.065,9.835,0,0,idle,1,0
2026-01-01 16:40:00,2026-01-01,16,40,library,1,22.1,-0.778,-1.268,10.08,0,0,running,1,0
2026-01-01 16:45:00,2026-01-01,16,45,classroom_A,1,26.7,0.039,0.029,9.9,0,0,idle,1,0
2026-01-01 16:50:00,2026-01-01,16,50,library,1,85.8,0.073,0.09,9.797,0,0,idle,1,0
2026-01-01 16:55:00,2026-01-01,16,55,classroom_A,1,54.5,-0.017,0.068,9.798,1,1,idle,1,0
2026-01-01 17:00:00,2026-01-01,17,0,entrance,1,34.7,-0.066,-0.009,9.849,0,0,idle,1,0
2026-01-01 17:05:00,2026-01-01,17,5,classroom_A,1,34.1,0.098,0.008,9.851,0,0,idle,1,0
2026-01-01 17:10:00,2026-01-01,17,10,entrance,0,220.5,0.066,0.05,9.76,0,0,idle,1,0
2026-01-01 17:15:00,2026-01-01,17,15,library,1,41.4,-0.012,0.099,9.855,0,0,idle,1,0
2026-01-01 17:20:00,2026-01-01,17,20,library,1,87.5,-0.014,0.023,9.857,0,0,idle,1,0
2026-01-01 17:25:00,2026-01-01,17,25,entrance,1,35.3,-0.035,0.041,9.758,0,0,idle,1,0
2026-01-01 17:30:00,2026-01-01,17,30,classroom_A,1,77.5,-0.088,-0.045,9.831,0,0,idle,1,0
2026-01-01 17:35:00,2026-01-01,17,35,library,0,365.7,0.052,0.035,9.798,0,0,idle,1,0
2026-01-01 17:40:00,2026-01-01,17,40,classroom_B,1,66.5,-0.085,0.059,9.854,0,0,idle,1,0
2026-01-01 17:45:00,2026-01-01,17,45,classroom_B,1,53.9,0.074,0.069,9.719,0,0,idle,1,0
2026-01-01 17:50:00,2026-01-01,17,50,lab,0,359.1,-0.02,0.094,9.865,0,0,idle,1,0
2026-01-01 17:55:00,2026-01-01,17,55,entrance,1,84.6,0.016,0.013,9.797,0,0,idle,1,0
2026-01-01 18:00:00,2026-01-01,18,0,lab,1,66.4,-0.097,0.086,9.732,0,0,idle,0,1
2026-01-01 18:05:00,2026-01-01,18,5,classroom_B,0,337.7,-0.074,0.03,9.732,0,0,idle,0,0
2026-01-01 18:10:00,2026-01-01,18,10,entrance,0,272.1,-0.084,0.033,9.83,0,0,idle,0,0
2026-01-01 18:15:00,2026-01-01,18,15,entrance,0,261.1,0.04,-0.053,9.831,0,0,idle,0,0
2026-01-01 18:20:00,2026-01-01,18,20,lab,1,52.9,-1.095,0.72,8.028,0,0,standing,0,1
2026-01-01 18:25:00,2026-01-01,18,25,entrance,0,295.5,-0.054,-0.082,9.861,0,0,idle,0,0
2026-01-01 18:30:00,2026-01-01,18,30,classroom_A,0,376.2,-0.073,0.055,9.851,0,0,idle,0,0
2026-01-01 18:35:00,2026-01-01,18,35,classroom_A,0,335.4,-0.086,0.013,9.822,0,0,idle,0,0
2026-01-01 18:40:00,2026-01-01,18,40,lab,0,344.5,0.026,-0.07,9.782,0,0,idle,0,0
2026-01-01 18:45:00,2026-01-01,18,45,lab,0,217.3,-0.08,0.05,9.818,0,0,idle,0,0
2026-01-01 18:50:00,2026-01-01,18,50,classroom_A,0,285.9,0.058,-0.05,9.829,0,0,idle,0,0
2026-01-01 18:55:00,2026-01-01,18,55,classroom_B,0,320.0,0.022,0.056,9.838,0,0,idle,0,0
2026-01-01 19:00:00,2026-01-01,19,0,classroom_A,0,321.4,-0.062,-0.022,9.829,0,0,idle,0,0
2026-01-01 19:05:00,2026-01-01,19,5,entrance,0,222.5,-0.0,0.019,9.806,0,0,idle,0,0
2026-01-01 19:10:00,2026-01-01,19,10,classroom_B,0,386.8,-0.074,0.072,9.814,0,0,idle,0,0
2026-01-01 19:15:00,2026-01-01,19,15,library,0,234.6,-0.006,0.097,9.715,0,0,idle,0,0
2026-01-01 19:20:00,2026-01-01,19,20,library,0,252.4,-0.092,-0.088,9.858,0,0,idle,0,0
2026-01-01 19:25:00,2026-01-01,19,25,library,0,342.5,0.053,-0.015,9.78,0,0,idle,0,0
2026-01-01 19:30:00,2026-01-01,19,30,classroom_A,0,230.5,-0.083,-0.084,9.884,0,0,idle,0,0
2026-01-01 19:35:00,2026-01-01,19,35,entrance,0,278.1,0.027,0.067,9.836,0,0,idle,0,0
2026-01-01 19:40:00,2026-01-01,19,40,lab,0,287.5,0.091,-0.052,9.749,0,0,idle,0,0
2026-01-01 19:45:00,2026-01-01,19,45,classroom_A,0,322.5,-0.089,0.033,9.832,0,0,idle,0,0
2026-01-01 19:50:00,2026-01-01,19,50,library,0,341.6,0.04,-0.067,9.891,0,0,idle,0,0
2026-01-01 19:55:00,2026-01-01,19,55,classroom_B,0,364.5,-0.048,-0.026,9.85,0,0,idle,0,0
2026-01-01 20:00:00,2026-01-01,20,0,library,0,223.6,0.08,-0.033,9.786,0,0,idle,0,0
2026-01-01 20:05:00,2026-01-01,20,5,classroom_B,0,342.5,0.015,-0.085,9.791,0,0,idle,0,0
2026-01-01 20:10:00,2026-01-01,20,10,library,0,371.9,-0.067,-0.069,9.855,0,0,idle,0,0
2026-01-01 20:15:00,2026-01-01,20,15,entrance,0,223.1,0.048,-0.099,9.872,0,0,idle,0,0
2026-01-01 20:20:00,2026-01-01,20,20,entrance,0,294.4,-0.023,-0.07,9.886,0,0,idle,0,0
2026-01-01 20:25:00,2026-01-01,20,25,lab,0,382.8,0.048,-0.016,9.764,0,0,idle,0,0
2026-01-01 20:30:00,2026-01-01,20,30,entrance,0,264.0,0.065,0.014,9.724,0,0,idle,0,0
2026-01-01 20:35:00,2026-01-01,20,35,lab,0,360.9,0.096,0.091,9.714,0,0,idle,0,0
2026-01-01 20:40:00,2026-01-01,20,40,classroom_B,0,354.7,-0.038,-0.083,9.791,0,0,idle,0,0
2026-01-01 20:45:00,2026-01-01,20,45,library,0,312.8,-0.039,0.025,9.793,0,0,idle,0,0
2026-01-01 20:50:00,2026-01-01,20,50,classroom_A,0,399.6,0.055,0.046,9.809,0,0,idle,0,0
2026-01-01 20:55:00,2026-01-01,20,55,entrance,0,386.5,-0.095,0.008,9.827,0,0,idle,0,0
2026-01-01 21:00:00,2026-01-01,21,0,entrance,0,200.3,0.031,0.07,9.845,0,0,idle,0,0
2026-01-01 21:05:00,2026-01-01,21,5,classroom_A,0,396.6,-0.016,0.092,9.895,0,0,idle,0,0
2026-01-01 21:10:00,2026-01-01,21,10,classroom_B,0,218.6,0.084,0.079,9.804,0,0,idle,0,0
2026-01-01 21:15:00,2026-01-01,21,15,lab,0,349.6,0.016,0.001,9.827,0,0,idle,0,0
2026-01-01 21:20:00,2026-01-01,21,20,classroom_B,0,313.6,-0.013,0.093,9.747,0,0,idle,0,0
2026-01-01 21:25:00,2026-01-01,21,25,lab,0,385.2,-0.021,0.066,9.765,0,0,idle,0,0
2026-01-01 21:30:00,2026-01-01,21,30,classroom_A,0,214.9,-0.059,0.056,9.817,0,0,idle,0,0
2026-01-01 21:35:00,2026-01-01,21,35,classroom_A,0,289.9,-0.037,-0.076,9.772,0,0,idle,0,0
2026-01-01 21:40:00,2026-01-01,21,40,classroom_B,0,292.7,0.07,-0.082,9.862,0,0,idle,0,0
2026-01-01 21:45:00,2026-01-01,21,45,entrance,0,339.4,-0.092,0.067,9.766,0,0,idle,0,0
2026-01-01 21:50:00,2026-01-01,21,50,classroom_A,0,393.7,-0.021,-0.09,9.76,0,0,idle,0,0
2026-01-01 21:55:00,2026-01-01,21,55,entrance,1,46.4,0.05,-0.05,9.792,0,0,idle,0,1
2026-01-04 07:00:00,2026-01-04,7,0,entrance,0,356.2,-0.056,-0.06,9.78,0,0,idle,0,0
2026-01-04 07:05:00,2026-01-04,7,5,lab,0,251.8,0.063,-0.096,9.713,0,0,idle,0,0
2026-01-04 07:10:00,2026-01-04,7,10,lab,0,218.4,0.069,0.062,9.725,0,0,idle,0,0
2026-01-04 07:15:00,2026-01-04,7,15,lab,0,384.8,-0.013,0.045,9.799,0,0,idle,0,0
2026-01-04 07:20:00,2026-01-04,7,20,classroom_A,0,234.6,-0.057,-0.063,9.756,0,0,idle,0,0
2026-01-04 07:25:00,2026-01-04,7,25,lab,1,65.7,-0.82,-0.352,9.652,1,0,walking,0,1
2026-01-04 07:30:00,2026-01-04,7,30,entrance,0,376.9,0.005,0.026,9.86,0,0,idle,0,0
2026-01-04 07:35:00,2026-01-04,7,35,library,0,356.4,-0.028,0.009,9.797,0,0,idle,0,0
2026-01-04 07:40:00,2026-01-04,7,40,classroom_B,0,277.7,-0.064,-0.036,9.744,0,0,idle,0,0
2026-01-04 07:45:00,2026-01-04,7,45,classroom_A,0,398.3,0.006,0.053,9.9,0,0,idle,0,0
2026-01-04 07:50:00,2026-01-04,7,50,entrance,0,331.4,-0.047,0.063,9.883,0,0,idle,0,0
2026-01-04 07:55:00,2026-01-04,7,55,classroom_A,0,389.6,0.015,0.097,9.778,0,0,idle,0,0
2026-01-04 08:00:00,2026-01-04,8,0,library,1,63.3,0.04,0.083,9.706,0,0,idle,1,0
2026-01-04 08:05:00,2026-01-04,8,5,entrance,1,95.4,0.062,0.094,9.808,0,1,idle,1,0
2026-01-04 08:10:00,2026-01-04,8,10,classroom_B,1,29.7,-0.1,0.084,9.74,1,0,idle,1,0
2026-01-04 08:15:00,2026-01-04,8,15,lab,1,23.3,-0.072,-0.078,9.805,0,1,idle,1,0
2026-01-04 08:20:00,2026-01-04,8,20,classroom_B,1,40.3,0.095,0.046,9.787,0,0,idle,1,0
2026-01-04 08:25:00,2026-01-04,8,25,classroom_B,1,97.2,0.086,0.057,9.745,0,0,idle,1,0
2026-01-04 08:30:00,2026-01-04,8,30,library,0,258.9,-0.064,-0.1,9.84,0,0,idle,1,0
2026-01-04 08:35:00,2026-01-04,8,35,library,1,99.5,-0.094,0.02,9.884,0,0,idle,1,0
2026-01-04 08:40:00,2026-01-04,8,40,classroom_B,1,54.7,-0.084,-0.031,9.764,0,0,idle,1,0
2026-01-04 08:45:00,2026-01-04,8,45,lab,1,33.9,-1.729,-0.973,8.324,1,0,walking,1,0
2026-01-04 08:50:00,2026-01-04,8,50,entrance,0,376.9,-0.001,-0.024,9.809,0,0,idle,1,0
2026-01-04 08:55:00,2026-01-04,8,55,lab,0,357.7,0.016,0.052,9.745,0,0,idle,1,0
2026-01-04 09:00:00,2026-01-04,9,0,entrance,1,86.1,-0.725,1.807,8.223,0,0,walking,1,0
2026-01-04 09:05:00,2026-01-04,9,5,library,1,90.8,0.376,0.455,9.448,0,0,walking,1,0
2026-01-04 09:10:00,2026-01-04,9,10,library,0,231.4,-0.08,-0.059,9.738,0,0,idle,1,0
2026-01-04 09:15:00,2026-01-04,9,15,entrance,0,346.0,-0.047,-0.044,9.748,0,0,idle,1,0
2026-01-04 09:20:00,2026-01-04,9,20,lab,1,59.5,-0.089,-0.099,9.718,0,0,idle,1,0
2026-01-04 09:25:00,2026-01-04,9,25,classroom_B,1,12.3,-0.833,-1.672,10.531,0,0,standing,1,0
2026-01-04 09:30:00,2026-01-04,9,30,classroom_B,1,59.0,1.542,-0.522,9.337,0,0,standing,1,0
2026-01-04 09:35:00,2026-01-04,9,35,classroom_A,1,23.6,-0.081,0.034,9.862,0,0,idle,1,0
2026-01-04 09:40:00,2026-01-04,9,40,lab,1,85.7,-0.016,0.007,9.873,0,0,idle,1,0
2026-01-04 09:45:00,2026-01-04,9,45,classroom_A,1,45.5,-0.093,0.014,9.803,0,0,idle,1,0
2026-01-04 09:50:00,2026-01-04,9,50,lab,1,78.1,1.937,1.889,10.425,1,1,walking,1,0
2026-01-04 09:55:00,2026-01-04,9,55,library,1,84.0,0.38,-0.721,10.181,1,0,walking,1,0
2026-01-04 10:00:00,2026-01-04,10,0,lab,1,34.9,0.075,0.057,9.825,0,0,idle,1,0
2026-01-04 10:05:00,2026-01-04,10,5,library,1,61.0,0.093,-0.08,9.721,0,0,idle,1,0
2026-01-04 10:10:00,2026-01-04,10,10,lab,0,375.6,-0.047,0.031,9.814,0,0,idle,1,0
2026-01-04 10:15:00,2026-01-04,10,15,lab,1,34.8,0.435,0.775,8.116,0,1,standing,1,0
2026-01-04 10:20:00,2026-01-04,10,20,classroom_B,0,379.4,-0.096,0.063,9.761,0,0,idle,1,0
2026-01-04 10:25:00,2026-01-04,10,25,classroom_B,0,371.6,0.037,0.094,9.746,0,0,idle,1,0
2026-01-04 10:30:00,2026-01-04,10,30,entrance,0,288.6,0.065,-0.046,9.783,0,0,idle,1,0
2026-01-04 10:35:00,2026-01-04,10,35,classroom_A,1,29.0,0.048,0.052,9.873,0,0,idle,1,0
2026-01-04 10:40:00,2026-01-04,10,40,classroom_A,1,73.9,0.056,0.005,9.814,0,0,idle,1,0
2026-01-04 10:45:00,2026-01-04,10,45,classroom_B,0,249.9,-0.009,0.084,9.841,0,0,idle,1,0
2026-01-04 10:50:00,2026-01-04,10,50,lab,1,51.8,0.085,0.036,9.748,0,0,idle,1,0
2026-01-04 10:55:00,2026-01-04,10,55,library,1,41.5,1.578,0.996,10.067,1,1,standing,1,0
2026-01-04 11:00:00,2026-01-04,11,0,lab,0,242.9,-0.056,-0.055,9.741,0,0,idle,1,0
2026-01-04 11:05:00,2026-01-04,11,5,classroom_A,1,87.8,0.036,-0.005,9.726,0,0,idle,1,0
2026-01-04 11:10:00,2026-01-04,11,10,classroom_B,1,82.5,0.093,0.029,9.785,0,0,idle,1,0
2026-01-04 11:15:00,2026-01-04,11,15,classroom_B,1,37.2,0.025,0.017,9.701,0,0,idle,1,0
2026-01-04 11:20:00,2026-01-04,11,20,classroom_B,1,63.4,0.738,-0.073,9.009,0,0,standing,1,0
2026-01-04 11:25:00,2026-01-04,11,25,library,1,95.7,-0.062,0.003,9.748,1,0,idle,1,0
2026-01-04 11:30:00,2026-01-04,11,30,library,1,38.8,-1.898,-0.011,8.887,0,0,sitting,1,0
2026-01-04 11:35:00,2026-01-04,11,35,library,0,314.4,-0.062,0.045,9.744,0,0,idle,1,0
2026-01-04 11:40:00,2026-01-04,11,40,classroom_B,1,52.8,-0.028,-0.04,9.734,0,0,idle,1,0
2026-01-04 11:45:00,2026-01-04,11,45,classroom_A,1,21.5,1.233,1.052,8.549,0,0,standing,1,0
