date,day_of_week,student_id,department,semester,fingerprint_id,fingerprint_confidence,status,entry_time,exit_time,duration_hours,is_late,is_early_leave,pir_motion,ultrasonic_cm,accel_magnitude,activity_at_entry,zone
2026-01-01,Thursday,STU-049,CSE,5,49,248,present,08:20:00,16:11:00,7.85,0,0,1,23.0,0.791,walking,lab
2026-01-01,Thursday,STU-050,CSE,7,50,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-04,Sunday,STU-001,CSE,1,1,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-04,Sunday,STU-002,EEE,4,2,299,present,09:47:00,16:14:00,6.45,1,0,1,59.0,1.736,walking,entrance
2026-01-04,Sunday,STU-003,CSE,3,3,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-04,Sunday,STU-004,CSE,2,4,232,present,09:30:00,17:13:00,7.72,1,0,1,47.9,1.45,walking,classroom_A
2026-01-04,Sunday,STU-005,CSE,7,5,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-04,Sunday,STU-006,CSE,1,6,248,present,10:06:00,16:36:00,6.5,1,0,1,60.6,0.895,walking,classroom_A
2026-01-04,Sunday,STU-007,CSE,4,7,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-04,Sunday,STU-008,CSE,1,8,284,present,08:25:00,15:22:00,6.95,0,0,1,52.0,0.856,walking,classroom_B
2026-01-04,Sunday,STU-009,CSE,4,9,222,present,09:30:00,16:45:00,7.25,0,0,1,29.2,1.401,walking,classroom_B
2026-01-04,Sunday,STU-010,CSE,7,10,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-04,Sunday,STU-011,CSE,8,11,231,present,09:10:00,15:17:00,6.12,0,0,1,72.9,1.426,walking,lab
2026-01-04,Sunday,STU-012,CSE,5,12,276,present,09:06:00,16:21:00,7.25,0,0,1,36.8,1.352,walking,classroom_B
2026-01-04,Sunday,STU-013,CSE,3,13,260,present,09:46:00,17:48:00,8.03,1,0,1,34.4,1.269,walking,lab
2026-01-04,Sunday,STU-014,BBA,6,14,270,present,09:22:00,17:37:00,8.25,0,0,1,42.1,1.096,walking,lab
2026-01-04,Sunday,STU-015,EEE,3,15,240,present,09:08:00,15:07:00,5.98,0,0,1,63.3,0.479,standing,classroom_A
2026-01-04,Sunday,STU-016,CSE,6,16,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-04,Sunday,STU-017,CSE,2,17,238,present,09:03:00,16:14:00,7.18,0,0,1,41.7,0.321,standing,classroom_A
2026-01-04,Sunday,STU-018,BBA,2,18,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-04,Sunday,STU-019,EEE,6,19,256,present,10:06:00,17:18:00,7.2,1,0,1,48.2,0.811,walking,entrance
2026-01-04,Sunday,STU-020,CSE,5,20,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-04,Sunday,STU-021,CSE,8,21,231,present,08:04:00,17:19:00,9.25,0,0,1,25.1,0.478,standing,lab
2026-01-04,Sunday,STU-022,CSE,2,22,254,present,09:14:00,16:55:00,7.68,0,0,1,55.3,0.758,walking,entrance
2026-01-04,Sunday,STU-023,BBA,2,23,222,present,08:20:00,17:05:00,8.75,0,0,1,29.4,1.128,walking,classroom_A
2026-01-04,Sunday,STU-024,CSE,5,24,258,present,09:01:00,17:18:00,8.28,0,0,1,62.2,0.407,standing,classroom_A
2026-01-04,Sunday,STU-025,CSE,6,25,234,present,08:13:00,15:41:00,7.47,0,0,1,28.9,1.54,walking,entrance
2026-01-04,Sunday,STU-026,CSE,4,26,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-04,Sunday,STU-027,CSE,1,27,234,present,09:03:00,16:44:00,7.68,0,0,1,44.2,1.051,walking,lab
2026-01-04,Sunday,STU-028,CSE,5,28,273,present,09:19:00,15:14:00,5.92,0,0,1,77.7,1.181,walking,entrance
2026-01-04,Sunday,STU-029,CSE,4,29,235,present,08:24:00,16:33:00,8.15,0,0,1,59.1,0.572,walking,lab
2026-01-04,Sunday,STU-030,CSE,7,30,242,present,10:26:00,17:06:00,6.67,1,0,1,71.5,0.917,walking,lab
2026-01-04,Sunday,STU-031,EEE,8,31,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-04,Sunday,STU-032,EEE,3,32,200,present,09:08:00,16:55:00,7.78,0,0,1,50.9,1.286,walking,lab
2026-01-04,Sunday,STU-033,EEE,6,33,216,present,09:20:00,15:13:00,5.88,0,0,1,36.0,1.692,walking,lab
2026-01-04,Sunday,STU-034,CSE,5,34,211,present,09:45:00,17:00:00,7.25,1,0,1,53.1,0.637,walking,entrance
2026-01-04,Sunday,STU-035,CSE,3,35,261,present,09:29:00,17:45:00,8.27,0,0,1,36.4,1.77,walking,classroom_A
2026-01-04,Sunday,STU-036,CSE,4,36,264,present,09:55:00,14:21:00,4.43,1,1,1,76.1,0.701,walking,entrance
2026-01-04,Sunday,STU-037,CSE,8,37,270,present,09:27:00,17:30:00,8.05,0,0,1,40.7,1.444,walking,lab
2026-01-04,Sunday,STU-038,BBA,5,38,260,present,09:36:00,16:02:00,6.43,1,0,1,39.1,1.358,walking,lab
2026-01-04,Sunday,STU-039,CSE,4,39,242,present,08:15:00,15:32:00,7.28,0,0,1,77.9,1.605,walking,lab
2026-01-04,Sunday,STU-040,EEE,1,40,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-04,Sunday,STU-041,CSE,1,41,250,present,08:02:00,16:21:00,8.32,0,0,1,57.4,1.275,walking,classroom_B
2026-01-04,Sunday,STU-042,EEE,7,42,279,present,09:20:00,16:55:00,7.58,0,0,1,52.5,0.403,standing,classroom_B
2026-01-04,Sunday,STU-043,EEE,2,43,238,present,08:24:00,15:28:00,7.07,0,0,1,30.0,1.655,walking,entrance
2026-01-04,Sunday,STU-044,CSE,6,44,223,present,09:04:00,16:36:00,7.53,0,0,1,60.9,0.555,walking,entrance
2026-01-04,Sunday,STU-045,CSE,8,45,258,present,09:29:00,15:29:00,6.0,0,0,1,58.3,0.683,walking,entrance
2026-01-04,Sunday,STU-046,BBA,8,46,254,present,08:02:00,16:37:00,8.58,0,0,1,37.9,1.335,walking,lab
2026-01-04,Sunday,STU-047,CSE,5,47,289,present,09:03:00,17:22:00,8.32,0,0,1,54.5,0.743,walking,lab
2026-01-04,Sunday,STU-048,CSE,4,48,236,present,08:29:00,16:53:00,8.4,0,0,1,74.2,1.464,walking,classroom_A
2026-01-04,Sunday,STU-049,CSE,5,49,280,present,09:21:00,17:43:00,8.37,0,0,1,70.3,0.446,standing,entrance
2026-01-04,Sunday,STU-050,CSE,7,50,225,present,08:02:00,16:47:00,8.75,0,0,1,44.9,0.498,standing,classroom_B
2026-01-05,Monday,STU-001,CSE,1,1,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-05,Monday,STU-002,EEE,4,2,214,present,09:30:00,17:55:00,8.42,0,0,1,40.3,1.002,walking,entrance
2026-01-05,Monday,STU-003,CSE,3,3,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-05,Monday,STU-004,CSE,2,4,258,present,09:02:00,15:16:00,6.23,0,0,1,52.2,0.853,walking,classroom_B
2026-01-05,Monday,STU-005,CSE,7,5,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-05,Monday,STU-006,CSE,1,6,228,present,08:19:00,17:20:00,9.02,0,0,1,74.9,1.271,walking,lab
2026-01-05,Monday,STU-007,CSE,4,7,230,present,08:01:00,16:31:00,8.5,0,0,1,27.0,1.631,walking,classroom_A
2026-01-05,Monday,STU-008,CSE,1,8,212,present,09:18:00,15:56:00,6.63,0,0,1,44.9,1.551,walking,lab
2026-01-05,Monday,STU-009,CSE,4,9,287,present,08:14:00,15:54:00,7.67,0,0,1,41.8,0.851,walking,classroom_B
2026-01-05,Monday,STU-010,CSE,7,10,202,present,09:02:00,17:40:00,8.63,0,0,1,55.8,0.376,standing,classroom_B
2026-01-05,Monday,STU-011,CSE,8,11,229,present,08:26:00,15:37:00,7.18,0,0,1,33.0,0.793,walking,classroom_A
2026-01-05,Monday,STU-012,CSE,5,12,203,present,08:04:00,15:07:00,7.05,0,0,1,59.7,0.498,standing,classroom_B
2026-01-05,Monday,STU-013,CSE,3,13,208,present,08:08:00,14:33:00,6.42,0,1,1,26.8,1.014,walking,classroom_B
2026-01-05,Monday,STU-014,BBA,6,14,282,present,08:23:00,17:33:00,9.17,0,0,1,38.1,1.746,walking,entrance
2026-01-05,Monday,STU-015,EEE,3,15,241,present,08:15:00,16:04:00,7.82,0,0,1,74.0,1.212,walking,entrance
2026-01-05,Monday,STU-016,CSE,6,16,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-05,Monday,STU-017,CSE,2,17,214,present,09:14:00,16:06:00,6.87,0,0,1,67.6,1.579,walking,classroom_A
2026-01-05,Monday,STU-018,BBA,2,18,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-05,Monday,STU-019,EEE,6,19,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-05,Monday,STU-020,CSE,5,20,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-05,Monday,STU-021,CSE,8,21,211,present,08:21:00,15:05:00,6.73,0,0,1,69.9,0.948,walking,classroom_B
2026-01-05,Monday,STU-022,CSE,2,22,296,present,09:21:00,16:55:00,7.57,0,0,1,59.9,0.934,walking,entrance
2026-01-05,Monday,STU-023,BBA,2,23,271,present,08:04:00,15:54:00,7.83,0,0,1,26.5,0.851,walking,classroom_B
2026-01-05,Monday,STU-024,CSE,5,24,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-05,Monday,STU-025,CSE,6,25,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-05,Monday,STU-026,CSE,4,26,234,present,08:19:00,17:17:00,8.97,0,0,1,21.7,1.354,walking,classroom_B
2026-01-05,Monday,STU-027,CSE,1,27,203,present,09:36:00,15:09:00,5.55,1,0,1,64.5,0.438,standing,classroom_A
2026-01-05,Monday,STU-028,CSE,5,28,206,present,10:46:00,17:38:00,6.87,1,0,1,25.1,0.533,walking,entrance
2026-01-05,Monday,STU-029,CSE,4,29,214,present,09:19:00,16:13:00,6.9,0,0,1,65.3,0.818,walking,entrance
2026-01-05,Monday,STU-030,CSE,7,30,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-05,Monday,STU-031,EEE,8,31,298,present,10:38:00,13:19:00,2.68,1,1,1,76.7,0.506,walking,classroom_B
2026-01-05,Monday,STU-032,EEE,3,32,271,present,09:05:00,17:45:00,8.67,0,0,1,33.8,1.55,walking,classroom_B
2026-01-05,Monday,STU-033,EEE,6,33,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-05,Monday,STU-034,CSE,5,34,237,present,09:18:00,16:45:00,7.45,0,0,1,58.4,0.473,standing,entrance
2026-01-05,Monday,STU-035,CSE,3,35,213,present,09:26:00,16:05:00,6.65,0,0,1,46.2,0.665,walking,lab
2026-01-05,Monday,STU-036,CSE,4,36,214,present,09:07:00,15:04:00,5.95,0,0,1,50.6,1.096,walking,classroom_A
2026-01-05,Monday,STU-037,CSE,8,37,219,present,08:07:00,16:12:00,8.08,0,0,1,30.4,1.44,walking,entrance
2026-01-05,Monday,STU-038,BBA,5,38,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-05,Monday,STU-039,CSE,4,39,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-05,Monday,STU-040,EEE,1,40,260,present,09:27:00,16:09:00,6.7,0,0,1,46.4,0.963,walking,classroom_B
2026-01-05,Monday,STU-041,CSE,1,41,236,present,08:09:00,15:03:00,6.9,0,0,1,42.1,0.415,standing,entrance
2026-01-05,Monday,STU-042,EEE,7,42,277,present,08:14:00,17:41:00,9.45,0,0,1,31.3,1.013,walking,classroom_A
2026-01-05,Monday,STU-043,EEE,2,43,256,present,09:22:00,13:02:00,3.67,0,1,1,34.9,1.786,walking,classroom_A
2026-01-05,Monday,STU-044,CSE,6,44,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-05,Monday,STU-045,CSE,8,45,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-05,Monday,STU-046,BBA,8,46,232,present,09:02:00,17:43:00,8.68,0,0,1,43.2,1.386,walking,classroom_A
2026-01-05,Monday,STU-047,CSE,5,47,276,present,10:19:00,17:42:00,7.38,1,0,1,43.5,1.363,walking,entrance
2026-01-05,Monday,STU-048,CSE,4,48,211,present,08:21:00,17:43:00,9.37,0,0,1,74.7,1.269,walking,lab
2026-01-05,Monday,STU-049,CSE,5,49,217,present,08:10:00,16:12:00,8.03,0,0,1,33.6,0.532,walking,classroom_B
2026-01-05,Monday,STU-050,CSE,7,50,219,present,08:21:00,17:08:00,8.78,0,0,1,55.8,0.543,walking,classroom_A
2026-01-06,Tuesday,STU-001,CSE,1,1,268,present,08:14:00,17:50:00,9.6,0,0,1,46.9,0.659,walking,lab
2026-01-06,Tuesday,STU-002,EEE,4,2,220,present,09:14:00,16:32:00,7.3,0,0,1,51.6,1.525,walking,classroom_A
2026-01-06,Tuesday,STU-003,CSE,3,3,215,present,09:17:00,17:54:00,8.62,0,0,1,51.0,0.728,walking,classroom_A
2026-01-06,Tuesday,STU-004,CSE,2,4,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-06,Tuesday,STU-005,CSE,7,5,206,present,08:26:00,16:59:00,8.55,0,0,1,21.6,0.895,walking,classroom_B
2026-01-06,Tuesday,STU-006,CSE,1,6,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-06,Tuesday,STU-007,CSE,4,7,260,present,09:25:00,15:18:00,5.88,0,0,1,75.0,1.344,walking,classroom_A
2026-01-06,Tuesday,STU-008,CSE,1,8,277,present,08:00:00,15:35:00,7.58,0,0,1,76.4,1.092,walking,entrance
2026-01-06,Tuesday,STU-009,CSE,4,9,263,present,09:26:00,17:29:00,8.05,1,0,1,23.8,1.195,walking,entrance
2026-01-06,Tuesday,STU-010,CSE,7,10,223,present,09:13:00,14:15:00,5.03,0,1,1,54.2,1.297,walking,entrance
2026-01-06,Tuesday,STU-011,CSE,8,11,247,present,08:12:00,15:40:00,7.47,0,0,1,43.2,0.68,walking,entrance
2026-01-06,Tuesday,STU-012,CSE,5,12,269,present,08:24:00,16:08:00,7.73,0,0,1,22.7,0.808,walking,classroom_A
2026-01-06,Tuesday,STU-013,CSE,3,13,258,present,09:20:00,15:04:00,5.73,0,0,1,63.0,0.355,standing,classroom_A
2026-01-06,Tuesday,STU-014,BBA,6,14,296,present,10:32:00,17:30:00,6.97,1,0,1,35.2,1.27,walking,classroom_B
2026-01-06,Tuesday,STU-015,EEE,3,15,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-06,Tuesday,STU-016,CSE,6,16,249,present,10:27:00,17:28:00,7.02,1,0,1,73.7,0.809,walking,classroom_A
2026-01-06,Tuesday,STU-017,CSE,2,17,223,present,09:25:00,14:05:00,4.67,0,1,1,45.8,1.118,walking,classroom_B
2026-01-06,Tuesday,STU-018,BBA,2,18,257,present,09:19:00,15:44:00,6.42,0,0,1,46.6,0.364,standing,classroom_B
2026-01-06,Tuesday,STU-019,EEE,6,19,295,present,08:02:00,16:23:00,8.35,0,0,1,50.8,1.319,walking,entrance
2026-01-06,Tuesday,STU-020,CSE,5,20,272,present,08:04:00,14:23:00,6.32,0,1,1,43.0,0.349,standing,classroom_A
2026-01-06,Tuesday,STU-021,CSE,8,21,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-06,Tuesday,STU-022,CSE,2,22,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-06,Tuesday,STU-023,BBA,2,23,266,present,09:07:00,15:47:00,6.67,0,0,1,31.2,0.88,walking,entrance
2026-01-06,Tuesday,STU-024,CSE,5,24,209,present,09:22:00,16:12:00,6.83,0,0,1,27.4,0.978,walking,lab
2026-01-06,Tuesday,STU-025,CSE,6,25,238,present,09:21:00,15:35:00,6.23,0,0,1,52.5,1.577,walking,classroom_A
2026-01-06,Tuesday,STU-026,CSE,4,26,273,present,09:50:00,16:01:00,6.18,1,0,1,41.7,0.853,walking,classroom_A
2026-01-06,Tuesday,STU-027,CSE,1,27,216,present,09:16:00,16:52:00,7.6,0,0,1,54.5,1.759,walking,entrance
2026-01-06,Tuesday,STU-028,CSE,5,28,207,present,08:24:00,16:32:00,8.13,0,0,1,74.6,1.547,walking,classroom_A
2026-01-06,Tuesday,STU-029,CSE,4,29,210,present,08:11:00,17:57:00,9.77,0,0,1,37.0,0.676,walking,classroom_B
2026-01-06,Tuesday,STU-030,CSE,7,30,292,present,08:18:00,15:10:00,6.87,0,0,1,59.5,1.653,walking,classroom_B
2026-01-06,Tuesday,STU-031,EEE,8,31,273,present,08:02:00,14:41:00,6.65,0,1,1,32.6,0.925,walking,entrance
2026-01-06,Tuesday,STU-032,EEE,3,32,209,present,09:15:00,17:25:00,8.17,0,0,1,37.8,1.333,walking,classroom_A
2026-01-06,Tuesday,STU-033,EEE,6,33,244,present,08:10:00,16:46:00,8.6,0,0,1,79.3,1.763,walking,classroom_A
2026-01-06,Tuesday,STU-034,CSE,5,34,206,present,09:29:00,16:15:00,6.77,1,0,1,28.5,0.735,walking,lab
2026-01-06,Tuesday,STU-035,CSE,3,35,297,present,08:26:00,17:46:00,9.33,0,0,1,38.8,0.539,walking,lab
2026-01-06,Tuesday,STU-036,CSE,4,36,206,present,10:32:00,15:13:00,4.68,1,0,1,55.0,0.376,standing,lab
2026-01-06,Tuesday,STU-037,CSE,8,37,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-06,Tuesday,STU-038,BBA,5,38,251,present,09:27:00,16:46:00,7.32,1,0,1,41.9,0.849,walking,lab
2026-01-06,Tuesday,STU-039,CSE,4,39,279,present,09:02:00,16:48:00,7.77,0,0,1,53.0,1.321,walking,entrance
2026-01-06,Tuesday,STU-040,EEE,1,40,251,present,09:17:00,15:12:00,5.92,0,0,1,56.1,1.05,walking,entrance
2026-01-06,Tuesday,STU-041,CSE,1,41,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-06,Tuesday,STU-042,EEE,7,42,278,present,09:20:00,16:10:00,6.83,1,0,1,43.6,1.409,walking,classroom_B
2026-01-06,Tuesday,STU-043,EEE,2,43,242,present,09:22:00,16:52:00,7.5,0,0,1,21.0,1.311,walking,lab
2026-01-06,Tuesday,STU-044,CSE,6,44,274,present,08:19:00,17:50:00,9.52,0,0,1,78.3,1.166,walking,entrance
2026-01-06,Tuesday,STU-045,CSE,8,45,289,present,09:04:00,15:02:00,5.97,0,0,1,54.4,0.465,standing,entrance
2026-01-06,Tuesday,STU-046,BBA,8,46,294,present,08:13:00,17:58:00,9.75,0,0,1,48.3,1.391,walking,classroom_A
2026-01-06,Tuesday,STU-047,CSE,5,47,243,present,09:16:00,15:29:00,6.22,0,0,1,74.7,1.119,walking,classroom_B
2026-01-06,Tuesday,STU-048,CSE,4,48,226,present,09:07:00,16:49:00,7.7,0,0,1,37.3,1.335,walking,lab
2026-01-06,Tuesday,STU-049,CSE,5,49,250,present,09:09:00,17:34:00,8.42,0,0,1,42.8,1.528,walking,classroom_A
2026-01-06,Tuesday,STU-050,CSE,7,50,225,present,09:29:00,16:47:00,7.3,0,0,1,48.7,1.542,walking,classroom_B
2026-01-07,Wednesday,STU-001,CSE,1,1,212,present,09:15:00,13:40:00,4.42,1,1,1,34.0,0.92,walking,lab
2026-01-07,Wednesday,STU-002,EEE,4,2,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-07,Wednesday,STU-003,CSE,3,3,296,present,09:20:00,16:30:00,7.17,0,0,1,59.0,1.746,walking,classroom_B
2026-01-07,Wednesday,STU-004,CSE,2,4,253,present,08:17:00,15:58:00,7.68,0,0,1,75.3,1.623,walking,classroom_A
2026-01-07,Wednesday,STU-005,CSE,7,5,238,present,09:05:00,16:56:00,7.85,0,0,1,22.2,1.152,walking,entrance
2026-01-07,Wednesday,STU-006,CSE,1,6,214,present,09:28:00,17:29:00,8.02,0,0,1,36.4,0.796,walking,lab
2026-01-07,Wednesday,STU-007,CSE,4,7,278,present,10:50:00,17:48:00,6.97,1,0,1,31.6,1.584,walking,lab
2026-01-07,Wednesday,STU-008,CSE,1,8,200,present,09:11:00,16:20:00,7.15,1,0,1,76.1,0.691,walking,classroom_A
2026-01-07,Wednesday,STU-009,CSE,4,9,215,present,08:08:00,17:15:00,9.12,0,0,1,23.7,0.998,walking,classroom_A
2026-01-07,Wednesday,STU-010,CSE,7,10,228,present,09:22:00,16:23:00,7.02,0,0,1,56.9,1.736,walking,lab
2026-01-07,Wednesday,STU-011,CSE,8,11,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-07,Wednesday,STU-012,CSE,5,12,231,present,09:24:00,17:52:00,8.47,0,0,1,33.1,1.321,walking,entrance
2026-01-07,Wednesday,STU-013,CSE,3,13,219,present,08:01:00,17:12:00,9.18,0,0,1,54.4,0.547,walking,lab
2026-01-07,Wednesday,STU-014,BBA,6,14,253,present,08:28:00,15:29:00,7.02,0,0,1,27.9,0.985,walking,entrance
2026-01-07,Wednesday,STU-015,EEE,3,15,209,present,08:12:00,15:47:00,7.58,0,0,1,33.1,0.368,standing,classroom_B
2026-01-07,Wednesday,STU-016,CSE,6,16,217,present,09:59:00,16:26:00,6.45,1,0,1,30.8,1.449,walking,lab
2026-01-07,Wednesday,STU-017,CSE,2,17,0,absent,,,0.0,0,0,0,0.0,0.0,,
